image_id,input_path,output_path,edit_type,prompt_type,prompt,model,seed,num_inference_steps,image_guidance_scale,guidance_scale,edit_success,under_editing,over_editing,identity_drift,localization_error,attribute_entanglement,background_change,expression_change,artifact_distortion,prompt_ignored,notes
glasses_beard_ffhq_sample_0039,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0039.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0039_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0039,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0039.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0039_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0039,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0039.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0039_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0039,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0039.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/region_descriptive/glasses_beard_ffhq_sample_0039_facial_hair_region_descriptive.png,facial_hair,region_descriptive,Add a short beard around the chin and jaw.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0039,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0039.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/identity_anchored/glasses_beard_ffhq_sample_0039_facial_hair_identity_anchored.png,facial_hair,identity_anchored,"Keep the same face and identity, only add short facial hair.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0039,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0039.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/negative_constraint/glasses_beard_ffhq_sample_0039_facial_hair_negative_constraint.png,facial_hair,negative_constraint,"Add a short beard without changing the person's age, face shape, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/naive/glasses_beard_ffhq_sample_0046_glasses_naive.png,glasses,naive,Add glasses.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/region_descriptive/glasses_beard_ffhq_sample_0046_glasses_region_descriptive.png,glasses,region_descriptive,Add black glasses on the person's eyes.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0046_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0046_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0046_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/region_descriptive/glasses_beard_ffhq_sample_0046_facial_hair_region_descriptive.png,facial_hair,region_descriptive,Add a short beard around the chin and jaw.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/identity_anchored/glasses_beard_ffhq_sample_0046_facial_hair_identity_anchored.png,facial_hair,identity_anchored,"Keep the same face and identity, only add short facial hair.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0046,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0046.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/negative_constraint/glasses_beard_ffhq_sample_0046_facial_hair_negative_constraint.png,facial_hair,negative_constraint,"Add a short beard without changing the person's age, face shape, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/naive/glasses_beard_ffhq_sample_0072_glasses_naive.png,glasses,naive,Add glasses.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/region_descriptive/glasses_beard_ffhq_sample_0072_glasses_region_descriptive.png,glasses,region_descriptive,Add black glasses on the person's eyes.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0072_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0072_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0072_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/region_descriptive/glasses_beard_ffhq_sample_0072_facial_hair_region_descriptive.png,facial_hair,region_descriptive,Add a short beard around the chin and jaw.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/identity_anchored/glasses_beard_ffhq_sample_0072_facial_hair_identity_anchored.png,facial_hair,identity_anchored,"Keep the same face and identity, only add short facial hair.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0072,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0072.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/negative_constraint/glasses_beard_ffhq_sample_0072_facial_hair_negative_constraint.png,facial_hair,negative_constraint,"Add a short beard without changing the person's age, face shape, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/naive/glasses_beard_ffhq_sample_0093_glasses_naive.png,glasses,naive,Add glasses.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/region_descriptive/glasses_beard_ffhq_sample_0093_glasses_region_descriptive.png,glasses,region_descriptive,Add black glasses on the person's eyes.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0093_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0093_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0093_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/region_descriptive/glasses_beard_ffhq_sample_0093_facial_hair_region_descriptive.png,facial_hair,region_descriptive,Add a short beard around the chin and jaw.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/identity_anchored/glasses_beard_ffhq_sample_0093_facial_hair_identity_anchored.png,facial_hair,identity_anchored,"Keep the same face and identity, only add short facial hair.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0093,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0093.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/negative_constraint/glasses_beard_ffhq_sample_0093_facial_hair_negative_constraint.png,facial_hair,negative_constraint,"Add a short beard without changing the person's age, face shape, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/naive/glasses_beard_ffhq_sample_0117_glasses_naive.png,glasses,naive,Add glasses.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/region_descriptive/glasses_beard_ffhq_sample_0117_glasses_region_descriptive.png,glasses,region_descriptive,Add black glasses on the person's eyes.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0117_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0117_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0117_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/region_descriptive/glasses_beard_ffhq_sample_0117_facial_hair_region_descriptive.png,facial_hair,region_descriptive,Add a short beard around the chin and jaw.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/identity_anchored/glasses_beard_ffhq_sample_0117_facial_hair_identity_anchored.png,facial_hair,identity_anchored,"Keep the same face and identity, only add short facial hair.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0117,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0117.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/negative_constraint/glasses_beard_ffhq_sample_0117_facial_hair_negative_constraint.png,facial_hair,negative_constraint,"Add a short beard without changing the person's age, face shape, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/naive/glasses_beard_ffhq_sample_0119_glasses_naive.png,glasses,naive,Add glasses.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/region_descriptive/glasses_beard_ffhq_sample_0119_glasses_region_descriptive.png,glasses,region_descriptive,Add black glasses on the person's eyes.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0119_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0119_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0119_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/region_descriptive/glasses_beard_ffhq_sample_0119_facial_hair_region_descriptive.png,facial_hair,region_descriptive,Add a short beard around the chin and jaw.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/identity_anchored/glasses_beard_ffhq_sample_0119_facial_hair_identity_anchored.png,facial_hair,identity_anchored,"Keep the same face and identity, only add short facial hair.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0119,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0119.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/negative_constraint/glasses_beard_ffhq_sample_0119_facial_hair_negative_constraint.png,facial_hair,negative_constraint,"Add a short beard without changing the person's age, face shape, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0167,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0167.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/naive/glasses_beard_ffhq_sample_0167_glasses_naive.png,glasses,naive,Add glasses.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0167,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0167.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/region_descriptive/glasses_beard_ffhq_sample_0167_glasses_region_descriptive.png,glasses,region_descriptive,Add black glasses on the person's eyes.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0167,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0167.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/identity_anchored/glasses_beard_ffhq_sample_0167_glasses_identity_anchored.png,glasses,identity_anchored,"Keep the same face and identity, only add black glasses.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0167,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0167.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/glasses/negative_constraint/glasses_beard_ffhq_sample_0167_glasses_negative_constraint.png,glasses,negative_constraint,"Add black glasses without changing the person's face, hair, expression, skin tone, clothing, or background.",timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
glasses_beard_ffhq_sample_0167,/content/drive/MyDrive/adobe_phase1_failure_analysis/balanced_ffhq_60/glasses_beard_ffhq_sample_0167.png,/content/drive/MyDrive/adobe_phase1_failure_analysis/phase1_outputs/facial_hair/naive/glasses_beard_ffhq_sample_0167_facial_hair_naive.png,facial_hair,naive,Add a beard.,timbrooks/instruct-pix2pix,42,50,1.5,7.5,,,,,,,,,,,
